word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
αμετακλητος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμεταπειστος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αμετατρεπτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμεταφραστος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμετακινητος,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αμετανοητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμετριαστος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμηχανια,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αμιγης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμμωνια,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αμμολοφος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμμωδης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμνημονευτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμνησια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμνηστια,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αμοιβαιος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμοιβαιως,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμοιβαιοτητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμπελωνας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμυγδαλες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμυντικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμυχη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιβιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιβιος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιβολος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
αμφεταμινες,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αμφιβαλλω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιβληστροειδης χιτωνας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιβολια,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
αμφιθεατρο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφιλεγομενος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφισβητηση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμφισβητησιμος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αμφιταλαντευομαι,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αμφιφυλοφιλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμονι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμορφωτος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αμυητος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανα δυο εβδομαδες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβαση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγκη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναγλυφο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγωγος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναδοχος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναθεμα,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
αναθεση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακληση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακριση,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανακρουση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακτηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλγητος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναληψη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλυση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμνηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναξιος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναξιος λογου,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναπαυλα,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αναπηρος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αναπλαση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπτυξη,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρμοστη συμπεριφορα,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναρμοστος,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
αναρρωση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασταση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστημα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναταση,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
αναφλεξη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναχωμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ανεγγιχτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεγερση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεγκριτος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεκφραστος ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ανεμελος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανενδοτος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ανεντιμος,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ανεφικτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεχομαι,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ανηθικος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ανηλιαγος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανηλικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανημπορος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανησυχος,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ανια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ανιατος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ανιερος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανικανος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ανικητος,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
ανισχυρος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ανιχνευση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναιμακτος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναιρεση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναισθητος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
αναισχυντος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναβαλλω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβαλω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβατης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβιωση,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
αναβεβλημενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβλητικοτητα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβολη,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αναβοσβηνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβρασμος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αναβρασμος ,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
αναγεννηση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγειρω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγεννημενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγκαιως,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγκαιοτητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγκαστικα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωριζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωρισμενος,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αναγνωσιμοτητα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωστικο κοινο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωριση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγνωστης,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναγουλα,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
αναδιοργανωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδιοργανωνω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδιπλωνω,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδρομη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδρομη στο παρελθον,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδρομικα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδρομικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναδυομαι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζητηση,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζητω τροφη,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζωογονημενος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζωογονω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζωογονηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναζωπυρωση,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
αναθετω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναθεματισμενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναθεωρω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναθεωρηση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναιρω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αναισθησια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναισθητικο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναιτιολογητος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακαλυψη,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακατεμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακαινιση,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ανακαινιζω,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακαινισμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακαλυπτω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακαλω,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ανακατευω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακατωσουρα ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακλαστηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακλαστικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακοινωση,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακοινωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακουφιζω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακουφιστικο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακουφιση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακριβης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακτησιμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακτω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακτων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακολουθος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακοντα,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
αναλαμβανω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλαμβανω εξοδα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλαμπη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλγητικο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναληθης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογιες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογιζομαι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλογιστης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλυτης,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
αναλυτικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλφαβητος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναλυω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλυω προταση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναλωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμενω,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
αναμενω με ανυπομονησια,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμενων,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμετρηση,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμιχθηκα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμενομενος,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμεταδοση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμιγνυω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμνηστικα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμορφωτηριο,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμορφωτης,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναμφιβολα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναμφιβολος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναμφισβητητος,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
αναμορφωση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανανας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανανεωση,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανανεωμενος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναντιρρητος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναξιοπιστος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναπηδηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαλαιωμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαλλοτριωτος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαραγω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαρασταση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαραγωγη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπαραγωγικος,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αναπαριστω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπηδω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπηρια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναπληρωτης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αναπνευστηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπνοη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποδια,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
αναποδογυριζω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπολω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποτελεσματικος,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αναποφασιστος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποφασιστικοτητα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπροσαρμογη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπτυσσομενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπτυσσομαι,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
αναπτυσσω,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποδραστος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποσπαστο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποφευκτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρριθμητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρροφηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρρωνων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναρχια,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αναρχικος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αναρχισμος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανασκαφη,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ανασκοπηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστατωση,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αναστελλω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστηλωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασταινω,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστατωμενος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναστολες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστολη ποινης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστομωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασυνδυασμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασυνδυασμος,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ανασφαλεια,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανασφαλης,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανασυσταση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναταραχη,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανατολη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανατολη ηλιου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανατολικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανατομη,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ανατομια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανατομικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανατρεπω,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ανατρεπτικος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ανατριχιλα,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανατροφη,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
ανατυπωση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναφερω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναφιλητο ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναφορα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναφυλλητο ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναφωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αναχωρηση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αναψυχη,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ανδραγαθημα ,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ανδρεια,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ανδρεικελο,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανδρειος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανδρικες τουαλετες,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ανδρισμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανδρογονο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανδροπρεπης,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανειπωτος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανεβαινω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανειλικρινης,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ανεκπαιδευτος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεκπληρωτος,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ανεκτιμητος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεκτικος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεκτικοτητα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανελεητος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ανελκυστηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεμιζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεμιστηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεμοβλογια,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ανεμοδεικτης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεμοθυελλα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
