word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ανθρωποφάγος,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ανθρωπότητα,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
ανθρώπινος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανθυγιεινός,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ανιαρός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανιδιοτελής,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανικανοποίητος,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανικανότητα,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.0
ανισόρροπος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ανισότητα,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ανιχνευτής,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανιχνεύσιμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανιχνεύω,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανιψιός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοίγω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοίκειο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοησία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοησίες,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανοικοδομώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοικοδόμηση,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανοικονόμητος,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανοικτό αυτοκίνητο,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
ανοιχτήρι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανολοκλήρωση,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανομία,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ανομοιογένεια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανομοιόμορφος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανομοιότητα,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανομολόγητος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανοξείδωτος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανορθόδοξος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοσία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοσοενισχυτικό,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοσοποίηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ανοσοποιητικός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανοχή,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανούσιος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανστήρικτος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντέχω,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
αντήχηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντί,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίβαρο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίγραφο,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
αντίδοτο,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αντίθεση,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
αντίθετα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίθετος,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
αντίκα,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αντίληψη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίξοος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντίο,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίπαλος,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
αντίποινα,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0
αντίσταση,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντίστοιχος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίστροφη μέτρηση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίστροφο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίστροφος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίφαση,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντίχειρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντίχριστος,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ανταγωνισμός,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανταγωνιστής,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
ανταγωνιστικός,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
ανταλλάξιμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταλλαγή,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ανταμοιβή,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
αντανάκλαση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντανακλαστικό,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αντανακλαστικός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταπαίτηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταπαντώ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανταποδίδω,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333
ανταποδοτικός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταποκρίνεται σε αισθητηριακά ερεθίσματα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταποκρίνομαι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταποκριτής,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταπόδοση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταπόκριση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανταρσία,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ανταύγεια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντενεργώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντηχείο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιβασιλέας,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αντιβασιλεία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιβιοτικά,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αντιβιοτικό,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιγράφω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιγραφέας,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιγραφή,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιδιαμετρικός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιδραστήριο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιδραστικός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιδρώ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιθετική,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιικό,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικαθιστώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικατάσταση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικατοπτρισμός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικείμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικειμένων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικοινωνικός,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
αντικρουόμενος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντικρούω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιλαμβάνομαι,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιληπτός,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αντιλόπη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιμέτωπος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιμεταθετικό,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιμετωπίζω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αντιμυκητιασικός,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αντιμόνιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιξοότητα,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
αντιο σας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιπάθεια,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιπαθής,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αντιπαθητικός,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αντιπαθώ,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιπαλότητα,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιπαράθεση,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
αντιπαραβάλλω,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
αντιπαραβαλλόμενος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιπαραβολή,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιπολίτευση,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιπροσωπεία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιπροσωπεύομαι,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αντιπροσωπεύω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιπρόσωπος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αντισηπτικό,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αντιστάθμισμα,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αντιστέκομαι,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
αντιστήριγμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντισταθμίζω,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5
αντιστοιχίζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιστρέφω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιστροφή,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0
αντιστρόφως,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντισυνταγματικός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιτιθέμενος,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιτορπιλικό,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
αντιφατική συμπεριφορά,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντιφατικός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αντλία,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντοχή,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανυπάκουος,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυπέρβλητος,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5
ανυπακοή,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
ανυπαρξία,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανυπεράσπιστος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ανυποληψία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανυπολόγιστα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανυπολόγιστος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυπομονησία,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυποστήρικτος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυποψίαστος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ανυπόληπτος,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυπόλογος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ανυπόμονος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανυπόφορος,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0
ανυψώνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανωμαλία,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ανόητος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ανόθευτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανόμημα,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανόμοιος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανόργανος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανόσιος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ανύπαντρος,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
ανύπαρκτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανύψωση,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0
ανώδυνος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανώμαλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανώνυμος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανώριμος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ανώτατο όριο,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανώτατος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανώτερος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ανώφελος,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανώφλι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αξία,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
αξίζω,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξίωμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αξεπέραστος,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
αξεσουάρ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αξιέπαινος,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5
αξιαγάπητος,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
αξιοθαύμαστος ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
αξιοθρήνητος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αξιολογώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αξιολύπητος,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
αξιομνημόνευτος,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
αξιοπιστία,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξιοπρέπεια,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξιοπρεπής,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
αξιοπρόσεχτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αξιοσέβαστος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξιοσημείωτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αξιωματικός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
αξιωματούχος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξιόλογος,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
αξιόπιστος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξιότιμος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
αξονικός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αορατότητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αοριστία,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απάγκιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απάθεια,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
απάνθρωπος,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απάντηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απάρνηση,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απάτη,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απέθαντος,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
απέκκριση,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απέλαση,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απέλπιδος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απέναντι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απέναντι ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απέραντος,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5
απέχθεια,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απέχω,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
απίθανος,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
απίστευτος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαίδευτος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαίσιος,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0
απαίτηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαγγελία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαγκιστρώνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαγορευμένος,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
απαγορευτικός,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
απαγορεύω,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
απαγωγή,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
απαγόρευση,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαγόρευση της κυκλοφορίας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαθής,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
απαισιοδοξία,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απαισιόδοξος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απαιτητικός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαιτούμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαιτώ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαλείφω,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαλλάσσω,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απαλλαγή,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
απαλότητα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απανθρακώνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απανθρωπία,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
απαντώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαράγραπτος,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απαράδεκτος,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.0
απαράλλαχτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαράμιλλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαρίθμηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαραίτητη προϋπόθεση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαρατήρητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαριθμώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαρνιέμαι,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απαρράμιλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαρτίζεται,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απαρτίζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
απαρχαίωση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαρχαιωμένος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απασχολημένος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απασχολώ,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
απασχόληση,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απασχόληση ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απατεώνας,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απατηλός,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απείθαρχος,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
απείρως,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απεγνωσμένος,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απεικονίζομαι,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
απεικόνιση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απειλή,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
απειλητικός,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
απειλώ,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
απειρία,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απειροελάχιστος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απεκδύω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απελαύνω,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
απελευθέρωση,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
απελευθερώνω,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
απελπισία,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0
απελπισμένος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
απεμπλοκή,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
